state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
ca,2022-03-27,207.7142857,1.247674,11174.2776,0.1321349,1.247674,0.1321349
co,2022-03-27,18.7142857,1.6873754,2316.9057,0.3095971,1.6873754,0.3095971
ct,2022-03-27,19.2857143,1.886556,1807,0.4720184,1.886556,0.4720184
dc,2022-03-27,2.2857143,1.3248672,195,0.7978544,1.3248672,0.7978544
de,2022-03-27,6.2857143,1.9374277,570,0.6425579,1.9374277,0.6425579
fl,2022-03-27,129.8571429,1.0200816,8513.001,0.1408677,1.0200816,0.1408677
ga,2022-03-27,48.2857143,1.1330157,3268.9596,0.2016758,1.1330157,0.2016758
hi,2022-03-27,5.8571429,0.5983238,472,0.3857472,0.5983238,0.3857472
ia,2022-03-27,12.1428571,2.1433007,1801.4976,0.448145,2.1433007,0.448145
id,2022-03-27,4.7142857,1.3950237,876.2695,0.3638208,1.3950237,0.3638208
il,2022-03-27,60.1428571,1.4671737,5023.0007,0.1962689,1.4671737,0.1962689
in,2022-03-27,30.7142857,1.5932056,2943.0011,0.2807663,1.5932056,0.2807663
ks,2022-03-27,17.1428571,1.904554,1421.147,0.4953355,1.904554,0.4953355
ky,2022-03-27,30.7142857,1.5064614,2132.1288,0.2903548,1.5064614,0.2903548
la,2022-03-27,21,2.0291153,1615.3703,0.4187633,2.0291153,0.4187633
ma,2022-03-27,34.7142857,1.7606735,2449.0055,0.2812993,1.7606735,0.2812993
md,2022-03-27,18.5714286,1.1059076,1925.9988,0.302898,1.1059076,0.302898
me,2022-03-27,10.7142857,2.133661,984,0.5395286,2.133661,0.5395286
mi,2022-03-27,56.2857143,2.0277356,5282.0219,0.2244625,2.0277356,0.2244625
mn,2022-03-27,28,1.6791851,2192.1146,0.3185007,1.6791851,0.3185007
mo,2022-03-27,37.7142857,1.6362957,2628.0907,0.3028458,1.6362957,0.3028458
ms,2022-03-27,5.4285714,0.4177052,1113.686,0.1640316,0.4177052,0.1640316
mt,2022-03-27,7.4285714,1.9205603,609.6943,0.554736,1.9205603,0.554736
nc,2022-03-27,46.2857143,1.1652416,4007.0044,0.1973978,1.1652416,0.1973978
nd,2022-03-27,3,2.9077922,333.4096,0.8691222,2.9077922,0.8691222
ne,2022-03-27,8.4285714,1.2346066,874.7396,0.4610243,1.2346066,0.4610243
nh,2022-03-27,4.4285714,1.066473,795,0.3434315,1.066473,0.3434315
nj,2022-03-27,41.2857143,2.0136291,2578.9987,0.6161554,2.0136291,0.6161554
nm,2022-03-27,13.1428571,2.1636828,1086.8141,0.576865,2.1636828,0.576865
nv,2022-03-27,16.4285714,1.7439385,1046.7226,0.529051,1.7439385,0.529051
ny,2022-03-27,112.1428571,1.7462745,6265.0008,0.1786742,1.7462745,0.1786742
oh,2022-03-27,52.5714286,1.6587899,5012.0047,0.2513687,1.6587899,0.2513687
ok,2022-03-27,15.5714286,1.8652763,1775.5131,0.6103015,1.8652763,0.6103015
or,2022-03-27,17.5714286,1.8044191,2153.0249,0.4546738,1.8044191,0.4546738
pa,2022-03-27,52.8571429,1.8210619,5400.0032,0.2311527,1.8210619,0.2311527
pr,2022-03-27,7,,,,,
ri,2022-03-27,3.1428571,1.8527689,487.9945,0.5960793,1.8527689,0.5960793
sc,2022-03-27,16.7142857,1.0148697,2414.0012,0.2889827,1.0148697,0.2889827
sd,2022-03-27,4.1428571,1.8001134,495.1211,0.5991113,1.8001134,0.5991113
tn,2022-03-27,24.7142857,1.674185,2885.8637,0.2929784,1.674185,0.2929784
tx,2022-03-27,195,1.4938726,8704.4896,0.1734442,1.4938726,0.1734442
ut,2022-03-27,14.5714286,2.1892693,1209.1969,0.4692514,2.1892693,0.4692514
va,2022-03-27,32.7142857,1.6418918,3451.0495,0.2379838,1.6418918,0.2379838
vi,2022-03-27,0.1428571,,,,,
vt,2022-03-27,4.7142857,1.9602418,423.0006,0.6401907,1.9602418,0.6401907
wa,2022-03-27,27.8571429,1.4034586,3589.8412,0.2220656,1.4034586,0.2220656
wi,2022-03-27,29.2857143,1.3596308,2620.9776,0.2487331,1.3596308,0.2487331
wv,2022-03-27,18.2857143,2.7142623,1173.1523,0.8682143,2.7142623,0.8682143
wy,2022-03-27,2.4285714,1.7027161,295.7511,0.7605821,1.7027161,0.7605821
ak,2022-03-28,4.8571429,1.4431435,372,0.5383928,1.4431435,0.5383928
al,2022-03-28,21,1.3905174,1941.074,0.3035293,1.3905174,0.3035293
ar,2022-03-28,25.4285714,1.337875,1321.0222,0.3101248,1.337875,0.3101248
as,2022-03-28,1.2857143,,,,,
az,2022-03-28,56.5714286,1.9148406,2494.7729,0.5664767,1.9148406,0.5664767
ca,2022-03-28,196.7142857,1.3780003,11095.829,0.1387976,1.3780003,0.1387976
co,2022-03-28,17.1428571,1.9122809,2299.9355,0.3526441,1.9122809,0.3526441
ct,2022-03-28,19,1.9825755,1804,0.4717745,1.9825755,0.4717745
dc,2022-03-28,2.4285714,1.344531,191,0.8102106,1.344531,0.8102106
de,2022-03-28,7,2.0712861,548,0.6604404,2.0712861,0.6604404
fl,2022-03-28,132.4285714,1.0947839,8529.0007,0.1455765,1.0947839,0.1455765
ga,2022-03-28,46.2857143,1.0761842,3260.9563,0.1984553,1.0761842,0.1984553
hi,2022-03-28,5.7142857,1.218275,475,0.7228825,1.218275,0.7228825
ia,2022-03-28,12.7142857,2.3819069,1792.4785,0.4627465,2.3819069,0.4627465
id,2022-03-28,4.1428571,1.2409711,878.4179,0.3309512,1.2409711,0.3309512
il,2022-03-28,58.2857143,1.5590576,5057.0004,0.1910394,1.5590576,0.1910394
in,2022-03-28,32.4285714,1.58922,2926.0006,0.2922517,1.58922,0.2922517
ks,2022-03-28,17.8571429,1.9924462,1404.0112,0.3997236,1.9924462,0.3997236
ky,2022-03-28,30.1428571,1.5453329,2113.1292,0.2885004,1.5453329,0.2885004
la,2022-03-28,19.1428571,2.0107806,1617.1857,0.4247192,2.0107806,0.4247192
ma,2022-03-28,35,1.9736464,2429.0055,0.3010622,1.9736464,0.3010622
md,2022-03-28,18.8571429,1.0793578,1919.9989,0.3129539,1.0793578,0.3129539
me,2022-03-28,10.7142857,2.5860959,961,0.680324,2.5860959,0.680324
mi,2022-03-28,53.8571429,1.8952488,5297.0211,0.2232217,1.8952488,0.2232217
mn,2022-03-28,26.1428571,1.7446269,2171.0834,0.3408373,1.7446269,0.3408373
mo,2022-03-28,36.2857143,1.3556694,2634.0931,0.2692807,1.3556694,0.2692807
ms,2022-03-28,4.4285714,0.4071123,1092.6557,0.1717446,0.4071123,0.1717446
mt,2022-03-28,7,2.3629615,601.9464,0.6603943,2.3629615,0.6603943
nc,2022-03-28,44.2857143,1.1814161,4052.0046,0.1934342,1.1814161,0.1934342
nd,2022-03-28,2.5714286,2.5445646,343.0863,0.750575,2.5445646,0.750575
ne,2022-03-28,9.2857143,1.4698031,878.875,0.48321,1.4698031,0.48321
nh,2022-03-28,5,1.3703656,782,0.375424,1.3703656,0.375424
nj,2022-03-28,41.5714286,2.0650817,2613.9986,0.615031,2.0650817,0.615031
nm,2022-03-28,12.5714286,2.1708031,1047.2487,0.5800216,2.1708031,0.5800216
nv,2022-03-28,18,1.7094607,1046.742,0.5220786,1.7094607,0.5220786
ny,2022-03-28,111.7142857,1.6254039,6349.0012,0.1691997,1.6254039,0.1691997
oh,2022-03-28,50.5714286,1.7017407,5105.0041,0.2495109,1.7017407,0.2495109
ok,2022-03-28,15.5714286,1.7851424,1721.5129,0.6018084,1.7851424,0.6018084
or,2022-03-28,17.1428571,1.7220179,2153.4518,0.4409387,1.7220179,0.4409387
pa,2022-03-28,55.5714286,1.688484,5455.0029,0.2193959,1.688484,0.2193959
pr,2022-03-28,5.8571429,,,,,
ri,2022-03-28,3.2857143,2.5644985,481.9945,0.7367688,2.5644985,0.7367688
sc,2022-03-28,15.7142857,0.947562,2383.0018,0.2843924,0.947562,0.2843924
sd,2022-03-28,3.5714286,1.3952316,503.1545,0.5102347,1.3952316,0.5102347
tn,2022-03-28,23.8571429,1.4707699,2848.8645,0.2729571,1.4707699,0.2729571
tx,2022-03-28,189.8571429,1.5091859,8610.4937,0.1795034,1.5091859,0.1795034
ut,2022-03-28,13.5714286,2.5733886,1229.0481,0.4921127,2.5733886,0.4921127
va,2022-03-28,32.8571429,1.5212155,3514.233,0.2233197,1.5212155,0.2233197
vi,2022-03-28,0.1428571,,,,,
vt,2022-03-28,4.1428571,2.0190621,421.0006,0.6196873,2.0190621,0.6196873
wa,2022-03-28,27.1428571,1.193639,3560.8433,0.1924644,1.193639,0.1924644
wi,2022-03-28,26.4285714,1.7314737,2641.9772,0.3130677,1.7314737,0.3130677
wv,2022-03-28,17.5714286,2.6837525,1132.1025,0.8708758,2.6837525,0.8708758
wy,2022-03-28,2.4285714,1.7194885,289.7648,0.7669503,1.7194885,0.7669503
ak,2022-03-29,5,1.9215776,371,0.6793163,1.9215776,0.6793163
al,2022-03-29,20.2857143,1.5232265,1937.0745,0.3191913,1.5232265,0.3191913
ar,2022-03-29,24.2857143,1.4015271,1352.2738,0.3195427,1.4015271,0.3195427
as,2022-03-29,1.4285714,,,,,
az,2022-03-29,52.2857143,1.8992382,2543.3194,0.5648423,1.8992382,0.5648423
ca,2022-03-29,188.4285714,1.409266,11115.7628,0.1372923,1.409266,0.1372923
co,2022-03-29,16.1428571,1.8568637,2303.9642,0.3482924,1.8568637,0.3482924
ct,2022-03-29,19.7142857,1.9005033,1806,0.4642321,1.9005033,0.4642321
dc,2022-03-29,2.4285714,1.2930461,200,0.7791259,1.2930461,0.7791259
de,2022-03-29,6,3.2478366,544,1.1752954,3.2478366,1.1752954
fl,2022-03-29,129.2857143,1.09274,8500.0005,0.1461637,1.09274,0.1461637
ga,2022-03-29,47.4285714,1.2064531,3249.9551,0.2093626,1.2064531,0.2093626
hi,2022-03-29,5.4285714,1.6274315,468,0.9115271,1.6274315,0.9115271
ia,2022-03-29,11.2857143,2.5585172,1810.4839,0.5105754,2.5585172,0.5105754
id,2022-03-29,3.1428571,1.5977586,857.6817,0.3738517,1.5977586,0.3738517
il,2022-03-29,56.5714286,1.7338601,5147.0006,0.1925721,1.7338601,0.1925721
in,2022-03-29,31.8571429,1.6056739,2937.9999,0.2869174,1.6056739,0.2869174
ks,2022-03-29,17.5714286,1.921413,1383.982,0.3963517,1.921413,0.3963517
ky,2022-03-29,28.8571429,2.4817155,2117.129,1.0067085,2.4817155,1.0067085
la,2022-03-29,18.7142857,1.9995685,1590.0007,0.4248239,1.9995685,0.4248239
ma,2022-03-29,35.2857143,1.6875347,2461.0065,0.2519128,1.6875347,0.2519128
md,2022-03-29,19.1428571,1.2298259,1905.9988,0.3249207,1.2298259,0.3249207
me,2022-03-29,10.7142857,2.9942529,946,0.7149743,2.9942529,0.7149743
mi,2022-03-29,52,2.0866688,5320.0214,0.2502113,2.0866688,0.2502113
mn,2022-03-29,25.7142857,1.6382429,2174.0721,0.329415,1.6382429,0.329415
mo,2022-03-29,34.4285714,1.094098,2627.0323,0.2235181,1.094098,0.2235181
ms,2022-03-29,4.5714286,0.3218988,1095.6201,0.1636642,0.3218988,0.1636642
mt,2022-03-29,6.4285714,2.6521505,614.9372,0.7319948,2.6521505,0.7319948
nc,2022-03-29,41.7142857,1.4515379,4058.0048,0.2244231,1.4515379,0.2244231
nd,2022-03-29,2.7142857,2.4676895,337.2877,0.7517549,2.4676895,0.7517549
ne,2022-03-29,9.7142857,1.0613,873.9055,0.2975291,1.0613,0.2975291
nh,2022-03-29,5.2857143,1.8240852,793,0.4431673,1.8240852,0.4431673
nj,2022-03-29,39.7142857,2.2900191,2654.9984,0.6316363,2.2900191,0.6316363
nm,2022-03-29,11.5714286,1.9593896,1075.8628,0.5459483,1.9593896,0.5459483
nv,2022-03-29,18,1.6167083,1029.5352,0.5197434,1.6167083,0.5197434
ny,2022-03-29,115.2857143,1.7430029,6386.0012,0.1930082,1.7430029,0.1930082
oh,2022-03-29,48,1.7590979,5124.0034,0.2510982,1.7590979,0.2510982
ok,2022-03-29,15.4285714,1.806973,1644.7557,0.6133684,1.806973,0.6133684
or,2022-03-29,15.7142857,2.0924182,2152.4551,0.5331577,2.0924182,0.5331577
pa,2022-03-29,55.4285714,1.6381349,5464.0027,0.2185764,1.6381349,0.2185764
pr,2022-03-29,5.8571429,,,,,
ri,2022-03-29,3.1428571,2.5647651,483.9935,0.7368678,2.5647651,0.7368678
sc,2022-03-29,14.7142857,0.8753476,2370.0022,0.2203417,0.8753476,0.2203417
sd,2022-03-29,2.7142857,1.2492564,489.9736,0.4908184,1.2492564,0.4908184
tn,2022-03-29,21.2857143,1.5591826,2878.8645,0.2811806,1.5591826,0.2811806
tx,2022-03-29,179.7142857,1.6874613,8649.2532,0.2288427,1.6874613,0.2288427
ut,2022-03-29,13.2857143,2.5269953,1218.8531,0.4838852,2.5269953,0.4838852
va,2022-03-29,32.7142857,1.3891873,3533.6309,0.206795,1.3891873,0.206795
vi,2022-03-29,0,,,,,
vt,2022-03-29,3.8571429,1.8268994,402.0008,0.5965926,1.8268994,0.5965926
wa,2022-03-29,27,1.1385054,3534.8398,0.1908206,1.1385054,0.1908206
wi,2022-03-29,25.7142857,1.706595,2660.9776,0.3066795,1.706595,0.3066795
wv,2022-03-29,18.5714286,2.3477951,1101.1024,0.8722443,2.3477951,0.8722443
wy,2022-03-29,2.2857143,1.1666815,282.765,0.564472,1.1666815,0.564472
ak,2022-03-30,5,2.4201564,375,0.7291997,2.4201564,0.7291997
al,2022-03-30,19.2857143,1.4613805,1920.0652,0.2989638,1.4613805,0.2989638
ar,2022-03-30,24.5714286,1.5467972,1355.274,0.3372965,1.5467972,0.3372965
as,2022-03-30,1.8571429,,,,,
az,2022-03-30,48.5714286,1.2383337,2543.3194,0.2886749,1.2383337,0.2886749
ca,2022-03-30,178.8571429,1.4120107,10950.7064,0.1365509,1.4120107,0.1365509
co,2022-03-30,17.2857143,1.893934,2343.9633,0.3474644,1.893934,0.3474644
ct,2022-03-30,20,2.0274781,1769,0.460663,2.0274781,0.460663
dc,2022-03-30,2.2857143,0,207,0.244713,0,0.244713
de,2022-03-30,5.7142857,3.3762549,529,1.1834623,3.3762549,1.1834623
fl,2022-03-30,129.7142857,1.227833,8379.0007,0.1871184,1.227833,0.1871184
ga,2022-03-30,46,1.3496167,3213.953,0.2283097,1.3496167,0.2283097
hi,2022-03-30,6,1.4769485,466,0.90077,1.4769485,0.90077
ia,2022-03-30,11.4285714,2.2875909,1799.4842,0.4923011,2.2875909,0.4923011
id,2022-03-30,2.4285714,1.8268139,862.7947,0.4074939,1.8268139,0.4074939
il,2022-03-30,57.5714286,1.8530131,5115.0007,0.1908509,1.8530131,0.1908509
in,2022-03-30,32.8571429,1.5446748,2919.0063,0.2532334,1.5446748,0.2532334
ks,2022-03-30,18,2.1203301,1370.9222,0.4796654,2.1203301,0.4796654
ky,2022-03-30,28.7142857,2.4950747,2079.125,1.0079062,2.4950747,1.0079062
la,2022-03-30,18.8571429,1.9542348,1569.0008,0.4203298,1.9542348,0.4203298
ma,2022-03-30,35.2857143,1.8878531,2392.008,0.2749774,1.8878531,0.2749774
md,2022-03-30,19.7142857,1.1541809,1889.9987,0.2865766,1.1541809,0.2865766
me,2022-03-30,10.1428571,2.9972048,927,0.7221063,2.9972048,0.7221063
mi,2022-03-30,50,2.216417,5263.021,0.2667204,2.216417,0.2667204
mn,2022-03-30,23.8571429,1.8185349,2163.1427,0.3358444,1.8185349,0.3358444
mo,2022-03-30,32.8571429,1.1517778,2579.0323,0.2328571,1.1517778,0.2328571
ms,2022-03-30,5.1428571,0.3132613,1094.6309,0.1641009,0.3132613,0.1641009
mt,2022-03-30,5.2857143,2.6528134,610.9286,0.7320563,2.6528134,0.7320563
nc,2022-03-30,42.5714286,1.495111,4027.0054,0.2329724,1.495111,0.2329724
nd,2022-03-30,2.5714286,2.0698905,344.3443,0.6996932,2.0698905,0.6996932
ne,2022-03-30,9,1.2140646,887.902,0.3222691,1.2140646,0.3222691
nh,2022-03-30,5.1428571,2.0421315,782,0.4821538,2.0421315,0.4821538
nj,2022-03-30,41.5714286,2.2661512,2645.9983,0.6249862,2.2661512,0.6249862
nm,2022-03-30,11.5714286,1.4329584,1051.863,0.3958229,1.4329584,0.3958229
nv,2022-03-30,17,1.9124541,1006.5917,0.5787195,1.9124541,0.5787195
ny,2022-03-30,118.7142857,1.7859997,6311.0013,0.1943611,1.7859997,0.1943611
oh,2022-03-30,48.1428571,1.6111099,5062.9969,0.2043778,1.6111099,0.2043778
ok,2022-03-30,16.7142857,1.7119366,1565.7563,0.613643,1.7119366,0.613643
or,2022-03-30,14.7142857,1.8473677,2121.4562,0.5199911,1.8473677,0.5199911
pa,2022-03-30,54.5714286,1.6367847,5410.0028,0.2140601,1.6367847,0.2140601
pr,2022-03-30,5,,,,,
ri,2022-03-30,3,2.6114598,487.992,0.7863068,2.6114598,0.7863068
sc,2022-03-30,13.7142857,0.8805276,2364.0017,0.2204979,0.8805276,0.2204979
sd,2022-03-30,2.5714286,1.616684,475.9092,0.7319575,1.616684,0.7319575
tn,2022-03-30,20.8571429,1.3543601,2785.8693,0.2615044,1.3543601,0.2615044
tx,2022-03-30,170.1428571,1.7070722,8540.2534,0.2302551,1.7070722,0.2302551
ut,2022-03-30,12.1428571,2.0887505,1227.853,0.441874,2.0887505,0.441874
va,2022-03-30,30.1428571,1.2729389,3517.8527,0.1998115,1.2729389,0.1998115
vi,2022-03-30,0,,,,,
vt,2022-03-30,3.8571429,2.0609084,415.0008,0.6142881,2.0609084,0.6142881
wa,2022-03-30,28.1428571,1.0153288,3465.8383,0.1832404,1.0153288,0.1832404
wi,2022-03-30,27,3.1504032,2649.9775,1.0234481,3.1504032,1.0234481
wv,2022-03-30,16.5714286,1.8925864,1071.1518,0.482748,1.8925864,0.482748
wy,2022-03-30,2,1.1260609,300.6605,0.5457064,1.1260609,0.5457064
ak,2022-03-31,5.2857143,2.5882292,370,0.826084,2.5882292,0.826084
al,2022-03-31,18.8571429,1.5021817,1826.063,0.2973898,1.5021817,0.2973898
ar,2022-03-31,22.2857143,1.1583753,1311.0159,0.2921937,1.1583753,0.2921937
as,2022-03-31,2.5714286,,,,,
az,2022-03-31,49.1428571,1.1609044,2479.6733,0.2818449,1.1609044,0.2818449
ca,2022-03-31,163,1.4250262,10613.7093,0.1363133,1.4250262,0.1363133
co,2022-03-31,17.5714286,2.0729626,2258.997,0.3465924,2.0729626,0.3465924
ct,2022-03-31,20.7142857,2.0241599,1726,0.4620901,2.0241599,0.4620901
dc,2022-03-31,2,0,195,0.2589176,0,0.2589176
de,2022-03-31,5.7142857,3.4235331,502,1.1948105,3.4235331,1.1948105
fl,2022-03-31,129.8571429,1.5403719,8139.001,0.326942,1.5403719,0.326942
ga,2022-03-31,44.8571429,1.1125915,3116.9544,0.1960326,1.1125915,0.1960326
hi,2022-03-31,6.7142857,1.7107948,450,0.9189477,1.7107948,0.9189477
ia,2022-03-31,12.4285714,1.9245151,1709.5104,0.4591679,1.9245151,0.4591679
id,2022-03-31,2.4285714,1.8463367,830.3954,0.4047638,1.8463367,0.4047638
il,2022-03-31,59.7142857,1.8371481,4905.001,0.1917122,1.8371481,0.1917122
in,2022-03-31,30.8571429,1.5770612,2776.0066,0.2605325,1.5770612,0.2605325
ks,2022-03-31,18,2.2578449,1302.8653,0.523588,2.2578449,0.523588
ky,2022-03-31,28.2857143,2.433698,1975.7406,1.0067954,2.433698,1.0067954
la,2022-03-31,19.4285714,1.6357966,1542.1859,0.4020469,1.6357966,0.4020469
ma,2022-03-31,35.2857143,2.4097074,2301.008,0.3924313,2.4097074,0.3924313
md,2022-03-31,20,1.3508347,1844.9985,0.3003715,1.3508347,0.3003715
me,2022-03-31,9.2857143,2.996222,888,0.7040039,2.996222,0.7040039
mi,2022-03-31,49.4285714,2.3694606,5055.0035,0.2857671,2.3694606,0.2857671
mn,2022-03-31,24.7142857,1.527238,2079.1075,0.2882882,1.527238,0.2882882
mo,2022-03-31,32.2857143,1.141211,2503.1118,0.2426535,1.141211,0.2426535
ms,2022-03-31,5.2857143,0.5249977,1068.4564,0.2443476,0.5249977,0.2443476
mt,2022-03-31,5.7142857,2.8123205,573.9544,0.7560077,2.8123205,0.7560077
nc,2022-03-31,40.8571429,1.3971451,3893.0051,0.228505,1.3971451,0.228505
nd,2022-03-31,2.8571429,2.017644,328.0881,0.7100901,2.017644,0.7100901
ne,2022-03-31,8.1428571,1.2625681,848.8987,0.3400518,1.2625681,0.3400518
nh,2022-03-31,5.2857143,2.3049803,769,0.5059695,2.3049803,0.5059695
nj,2022-03-31,43.5714286,2.2394909,2555.9982,0.6276247,2.2394909,0.6276247
nm,2022-03-31,11,1.4278544,1030.5087,0.4035895,1.4278544,0.4035895
nv,2022-03-31,16.2857143,2.0610289,969.5888,0.6042505,2.0610289,0.6042505
ny,2022-03-31,122.8571429,1.7332757,6110.0018,0.1906533,1.7332757,0.1906533
oh,2022-03-31,47.4285714,1.485779,4877.9963,0.1966333,1.485779,0.1966333
ok,2022-03-31,17.1428571,2.3534736,1505.8132,0.9449179,2.3534736,0.9449179
or,2022-03-31,13.8571429,1.3778807,2047.4561,0.3793349,1.3778807,0.3793349
pa,2022-03-31,53.8571429,1.6986598,5200.0024,0.2200609,1.6986598,0.2200609
pr,2022-03-31,5.2857143,,,,,
ri,2022-03-31,3.4285714,1.7892417,470.992,0.6390514,1.7892417,0.6390514
sc,2022-03-31,13.1428571,0.7650001,2223.0025,0.2399501,0.7650001,0.2399501
sd,2022-03-31,2.2857143,1.5290745,442.1628,0.6896341,1.5290745,0.6896341
tn,2022-03-31,19.7142857,1.20023,2657.2536,0.2523092,1.20023,0.2523092
tx,2022-03-31,158.2857143,1.5526316,8129.2539,0.2161727,1.5526316,0.2161727
ut,2022-03-31,11.5714286,2.1308985,1187.8216,0.457299,2.1308985,0.457299
va,2022-03-31,31.8571429,1.1411564,3342.7489,0.1908753,1.1411564,0.1908753
vi,2022-03-31,0,,,,,
vt,2022-03-31,4.2857143,1.6701244,403.0007,0.5853142,1.6701244,0.5853142
wa,2022-03-31,27.5714286,1.1103571,3383.9724,0.2190271,1.1103571,0.2190271
wi,2022-03-31,25.8571429,3.0337587,2595.9936,1.0196254,3.0337587,1.0196254
wv,2022-03-31,16.4285714,1.7735963,1047.1519,0.4781375,1.7735963,0.4781375
wy,2022-03-31,1.8571429,0.9946573,284.9066,0.538768,0.9946573,0.538768
ak,2022-04-01,5.7142857,3.5405521,345,1.1145406,3.5405521,1.1145406
al,2022-04-01,19,1.3010182,1778.0638,0.2746252,1.3010182,0.2746252
ar,2022-04-01,21.5714286,1.006021,1248.0161,0.2794746,1.006021,0.2794746
as,2022-04-01,2.5714286,,,,,
az,2022-04-01,47,1.466051,2437.5589,0.3243359,1.466051,0.3243359
ca,2022-04-01,152.1428571,1.5982549,10218.7284,0.1499089,1.5982549,0.1499089
co,2022-04-01,17.5714286,1.918822,2199.9959,0.3405955,1.918822,0.3405955
ct,2022-04-01,21,2.2994329,1660,0.5266505,2.2994329,0.5266505
dc,2022-04-01,2.5714286,0.5613441,185,0.6182472,0.5613441,0.6182472
de,2022-04-01,6,3.2343015,489,1.1930915,3.2343015,1.1930915
fl,2022-04-01,126.1428571,1.569655,7857.0013,0.3214673,1.569655,0.3214673
ga,2022-04-01,43,1.2698748,2946.953,0.2672842,1.2698748,0.2672842
hi,2022-04-01,6.8571429,1.849727,440,0.9288304,1.849727,0.9288304
ia,2022-04-01,12.1428571,1.466408,1646.5855,0.355983,1.466408,0.355983
id,2022-04-01,2.5714286,1.8454898,812.3953,0.4062703,1.8454898,0.4062703
il,2022-04-01,60.4285714,1.8875416,4726.0009,0.2012091,1.8875416,0.2012091
in,2022-04-01,28.5714286,1.552666,2711.0059,0.2581954,1.552666,0.2581954
ks,2022-04-01,16.2857143,2.1963823,1267.8948,0.5232858,2.1963823,0.5232858
ky,2022-04-01,27.7142857,2.6483235,1903.1249,1.0098934,2.6483235,1.0098934
la,2022-04-01,19.4285714,1.2414843,1485.1855,0.3090228,1.2414843,0.3090228
ma,2022-04-01,34.7142857,2.4358472,2252.008,0.3944438,2.4358472,0.3944438
md,2022-04-01,21,1.2726499,1827.9986,0.2919603,1.2726499,0.2919603
me,2022-04-01,9.2857143,4.1214491,847,1.2087799,4.1214491,1.2087799
mi,2022-04-01,48.4285714,2.5291586,4886.0127,0.332787,2.5291586,0.332787
mn,2022-04-01,23,1.7018103,2035.1068,0.3079566,1.7018103,0.3079566
mo,2022-04-01,31,1.1490809,2384.0369,0.2499452,1.1490809,0.2499452
ms,2022-04-01,4.4285714,0.7050348,1010.2717,0.2484559,0.7050348,0.2484559
mt,2022-04-01,4.5714286,3.0036341,585.9553,0.7741932,3.0036341,0.7741932
nc,2022-04-01,39.4285714,1.4749756,3766.0047,0.2323191,1.4749756,0.2323191
nd,2022-04-01,3,1.4135633,317.1257,0.5782777,1.4135633,0.5782777
ne,2022-04-01,7.4285714,1.5095167,840.2184,0.3866086,1.5095167,0.3866086
nh,2022-04-01,6.4285714,2.3487018,746,0.5117159,2.3487018,0.5117159
nj,2022-04-01,43.8571429,2.1977294,2475.9984,0.6368744,2.1977294,0.6368744
nm,2022-04-01,10.1428571,1.4784477,993.6249,0.4355749,1.4784477,0.4355749
nv,2022-04-01,16.7142857,1.6025935,962.5698,0.4420614,1.6025935,0.4420614
ny,2022-04-01,127.4285714,1.8612042,5936.0017,0.1988354,1.8612042,0.1988354
oh,2022-04-01,46.4285714,1.5076208,4676.9959,0.2373312,1.5076208,0.2373312
ok,2022-04-01,17.7142857,2.4257558,1422.5704,0.9511487,2.4257558,0.9511487
or,2022-04-01,12.8571429,1.3666764,1941.453,0.3659421,1.3666764,0.3659421
pa,2022-04-01,51.5714286,1.7821838,5028.0021,0.2486776,1.7821838,0.2486776
pr,2022-04-01,5.4285714,,,,,
ri,2022-04-01,3.8571429,1.9673642,447.992,0.6771734,1.9673642,0.6771734
sc,2022-04-01,13,0.9088534,2155.0024,0.253488,0.9088534,0.253488
sd,2022-04-01,3.1428571,1.8802024,430.777,0.7306865,1.8802024,0.7306865
tn,2022-04-01,18.1428571,1.159768,2534.8794,0.2443742,1.159768,0.2443742
tx,2022-04-01,149.8571429,1.5456512,7834.4943,0.2171358,1.5456512,0.2171358
