state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
dc,2021-11-13,4.8571429,1.1618874,217,0.7027293,1.1618874,0.7027293
de,2021-11-13,16.8571429,1.5494923,673,0.4631982,1.5494923,0.4631982
fl,2021-11-13,182.2857143,0.7647945,10427.998,0.0953724,0.7647945,0.0953724
ga,2021-11-13,134.7142857,1.409113,4115.9617,0.2273451,1.409113,0.2273451
hi,2021-11-13,6.1428571,0.5466089,609,0.2915575,0.5466089,0.2915575
ia,2021-11-13,76.8571429,2.5276982,2460.446,0.3545932,2.5276982,0.3545932
id,2021-11-13,31.5714286,1.6768986,1330.3649,0.3471055,1.6768986,0.3471055
il,2021-11-13,183.1428571,1.6058434,6415.0673,0.2182393,1.6058434,0.2182393
in,2021-11-13,160.8571429,1.9459323,3619.0061,0.2668248,1.9459323,0.2668248
ks,2021-11-13,67.8571429,2.0743118,1862.972,0.4227884,2.0743118,0.4227884
ky,2021-11-13,101.2857143,2.1548041,2525.4413,0.3882649,2.1548041,0.3882649
la,2021-11-13,28,1.0390369,2038.184,0.2490357,1.0390369,0.2490357
ma,2021-11-13,70.2857143,1.1024462,2815.009,0.2187275,1.1024462,0.2187275
md,2021-11-13,65.8571429,1.2363875,2546.9987,0.2784876,1.2363875,0.2784876
me,2021-11-13,28.5714286,2.4284369,1232.2234,0.554511,2.4284369,0.554511
mi,2021-11-13,388.8571429,2.1192955,7336.0292,0.1831353,2.1192955,0.1831353
mn,2021-11-13,152,2.2786796,3120.2541,0.3079227,2.2786796,0.3079227
mo,2021-11-13,91.2857143,1.4257611,3192.0456,0.2209716,1.4257611,0.2209716
ms,2021-11-13,15.7142857,0.9447453,1445.4167,0.226212,0.9447453,0.226212
mt,2021-11-13,66.4285714,2.2913838,998.8527,0.5408053,2.2913838,0.5408053
nc,2021-11-13,101.5714286,1.4278974,5271.0077,0.1907292,1.4278974,0.1907292
nd,2021-11-13,26.1428571,1.8772129,462.2971,0.5698293,1.8772129,0.5698293
ne,2021-11-13,53.8571429,2.1764667,1267.6757,0.4432234,2.1764667,0.4432234
nh,2021-11-13,33.5714286,1.5667581,1047.7766,0.407559,1.5667581,0.407559
nj,2021-11-13,88.8571429,1.2488498,3305.998,0.2409441,1.2488498,0.2409441
nm,2021-11-13,71.5714286,1.8668002,1586.5942,0.4177531,1.8668002,0.4177531
nv,2021-11-13,72.7142857,1.3535708,1296.4264,0.3025798,1.3535708,0.3025798
ny,2021-11-13,265.1428571,1.3180586,7824.0002,0.1523976,1.3180586,0.1523976
oh,2021-11-13,368.8571429,2.3077706,6639.9984,0.2092459,2.3077706,0.2092459
ok,2021-11-13,95.8571429,1.9505214,2327.8134,0.3365202,1.9505214,0.3365202
or,2021-11-13,45.8571429,1.5750307,2677.9208,0.2838344,1.5750307,0.2838344
pa,2021-11-13,293.8571429,1.6799466,7138.0043,0.1599775,1.6799466,0.1599775
pr,2021-11-13,8,,,,,
ri,2021-11-13,9.4285714,1.1867155,579.991,0.3977165,1.1867155,0.3977165
sc,2021-11-13,49.7142857,1.0523381,3186.0011,0.1739827,1.0523381,0.1739827
sd,2021-11-13,37.4285714,3.3531607,671.2803,1.122043,3.3531607,1.122043
tn,2021-11-13,73.2857143,1.5220461,3426.5194,0.2335542,1.5220461,0.2335542
tx,2021-11-13,337.7142857,1.3900633,10402.0499,0.1422929,1.3900633,0.1422929
ut,2021-11-13,76.8571429,2.3592483,1603.0596,0.3954956,2.3592483,0.3954956
va,2021-11-13,88.5714286,1.4197281,4640.1832,0.2372613,1.4197281,0.2372613
vi,2021-11-13,0.2857143,,,,,
vt,2021-11-13,9.5714286,1.8127311,553.0003,0.564878,1.8127311,0.564878
wa,2021-11-13,83.7142857,1.2510498,4448.9711,0.1790511,1.2510498,0.1790511
wi,2021-11-13,194.4285714,1.9828924,3735.9702,0.2411639,1.9828924,0.2411639
wv,2021-11-13,52.8571429,2.8138208,1408.4343,0.5816233,2.8138208,0.5816233
wy,2021-11-13,22.8571429,2.1618051,491.9467,0.6207001,2.1618051,0.6207001
ak,2021-11-14,18.2857143,1.1072961,527,0.4635537,1.1072961,0.4635537
al,2021-11-14,41,1.6424356,2361.0611,0.3893318,1.6424356,0.3893318
ar,2021-11-14,39.4285714,1.3441437,1675.685,0.2995509,1.3441437,0.2995509
as,2021-11-14,0,,,,,
az,2021-11-14,262,2.6137637,3313.7178,0.5063899,2.6137637,0.5063899
ca,2021-11-14,374.7142857,1.4914367,13521.3036,0.1515942,1.4914367,0.1515942
co,2021-11-14,233.4285714,2.3617922,3285.82,0.3648248,2.3617922,0.3648248
ct,2021-11-14,32,1.3118505,2097,0.2837889,1.3118505,0.2837889
dc,2021-11-14,4.4285714,1.1550472,217,0.6992563,1.1550472,0.6992563
de,2021-11-14,16.1428571,1.4798526,664,0.4381896,1.4798526,0.4381896
fl,2021-11-14,177.8571429,0.8161166,10338.9982,0.1002061,0.8161166,0.1002061
ga,2021-11-14,136,1.4849738,4057.9623,0.2299408,1.4849738,0.2299408
hi,2021-11-14,6.2857143,0.6191916,608,0.3079958,0.6191916,0.3079958
ia,2021-11-14,76.4285714,2.1132741,2417.5405,0.318333,2.1132741,0.318333
id,2021-11-14,32.8571429,1.7919457,1312.5757,0.3840918,1.7919457,0.3840918
il,2021-11-14,187.8571429,1.5720145,6308.0447,0.2176558,1.5720145,0.2176558
in,2021-11-14,167.8571429,2.0298118,3655.0051,0.2702947,2.0298118,0.2702947
ks,2021-11-14,65.8571429,1.9543206,1831.0292,0.4142953,1.9543206,0.4142953
ky,2021-11-14,110.4285714,2.2655915,2503.1285,0.4067477,2.2655915,0.4067477
la,2021-11-14,28.4285714,0.9504155,1999.3694,0.2485297,0.9504155,0.2485297
ma,2021-11-14,74.8571429,1.2513157,2821.009,0.227155,1.2513157,0.227155
md,2021-11-14,64.4285714,1.1182165,2543.9985,0.2755478,1.1182165,0.2755478
me,2021-11-14,29.7142857,2.5692054,1203.2234,0.5506759,2.5692054,0.5506759
mi,2021-11-14,393.7142857,2.2885579,7355.0289,0.2119639,2.2885579,0.2119639
mn,2021-11-14,158.1428571,2.0467483,3120.2511,0.2919318,2.0467483,0.2919318
mo,2021-11-14,92.8571429,1.4326228,3116.9925,0.2314068,1.4326228,0.2314068
ms,2021-11-14,16,1.2023232,1423.7251,0.2573907,1.2023232,0.2573907
mt,2021-11-14,66.1428571,2.132473,993.8786,0.5191337,2.132473,0.5191337
nc,2021-11-14,102.4285714,1.4085336,5251.0086,0.1902943,1.4085336,0.1902943
nd,2021-11-14,27.4285714,1.9060722,459.2537,0.5772881,1.9060722,0.5772881
ne,2021-11-14,56.7142857,2.0529826,1274.6907,0.4318123,2.0529826,0.4318123
nh,2021-11-14,33.2857143,1.4714722,1014.7766,0.4759038,1.4714722,0.4759038
nj,2021-11-14,90.4285714,0.9452457,3223.9977,0.1523046,0.9452457,0.1523046
nm,2021-11-14,73,1.6207614,1591.944,0.3602145,1.6207614,0.3602145
nv,2021-11-14,73.4285714,1.5558682,1292.1505,0.3451887,1.5558682,0.3451887
ny,2021-11-14,268,1.3095094,7817.9998,0.1523859,1.3095094,0.1523859
oh,2021-11-14,377.2857143,2.2671603,6569.9983,0.2083946,2.2671603,0.2083946
ok,2021-11-14,93.8571429,2.0716228,2323.7561,0.3396164,2.0716228,0.3396164
or,2021-11-14,44.2857143,1.619479,2615.0279,0.2925872,1.619479,0.2925872
pa,2021-11-14,297.8571429,1.6032003,7143.0048,0.1550507,1.6032003,0.1550507
pr,2021-11-14,8.7142857,,,,,
ri,2021-11-14,9.5714286,1.4239378,570.991,0.4344825,1.4239378,0.4344825
sc,2021-11-14,49,1.1657533,3155.0013,0.2112797,1.1657533,0.2112797
sd,2021-11-14,36,3.1563111,661.2687,1.1183488,3.1563111,1.1183488
tn,2021-11-14,72.4285714,1.6223655,3430.8317,0.2365394,1.6223655,0.2365394
tx,2021-11-14,339,1.2614909,10301.0533,0.1231603,1.2614909,0.1231603
ut,2021-11-14,77.7142857,2.1988586,1615.7239,0.3833255,2.1988586,0.3833255
va,2021-11-14,86.8571429,1.4124032,4580.0669,0.2476439,1.4124032,0.2476439
vi,2021-11-14,0.2857143,,,,,
vt,2021-11-14,9,1.7199374,527.0003,0.5619179,1.7199374,0.5619179
wa,2021-11-14,83.5714286,1.3770383,4451.9702,0.1986816,1.3770383,0.1986816
wi,2021-11-14,197.2857143,2.2321996,3663.9705,0.2863616,2.2321996,0.2863616
wv,2021-11-14,54,2.0989821,1387.385,0.4170722,2.0989821,0.4170722
wy,2021-11-14,21.5714286,1.7418343,484.9504,0.5465727,1.7418343,0.5465727
ak,2021-11-15,17.7142857,1.3136852,522,0.4984601,1.3136852,0.4984601
al,2021-11-15,41,1.4268876,2389.0605,0.3103082,1.4268876,0.3103082
ar,2021-11-15,38.8571429,1.6456994,1674.6852,0.3540209,1.6456994,0.3540209
as,2021-11-15,0,,,,,
az,2021-11-15,266.7142857,2.7069221,3268.4618,0.5140052,2.7069221,0.5140052
ca,2021-11-15,376.5714286,1.4884473,13352.3104,0.1566718,1.4884473,0.1566718
co,2021-11-15,237.8571429,2.3357759,3327.82,0.3546998,2.3357759,0.3546998
ct,2021-11-15,32.1428571,1.4474969,2062,0.3125296,1.4474969,0.3125296
dc,2021-11-15,5.2857143,0.8178179,219,0.6158879,0.8178179,0.6158879
de,2021-11-15,16.2857143,1.5625412,658,0.4460591,1.5625412,0.4460591
fl,2021-11-15,180,0.7946989,10200.9982,0.1255606,0.7946989,0.1255606
ga,2021-11-15,135.5714286,1.4293766,3974.9576,0.22816,1.4293766,0.22816
hi,2021-11-15,6.5714286,0.6961468,601,0.3367354,0.6961468,0.3367354
ia,2021-11-15,77.7142857,2.1687548,2403.4534,0.3206327,2.1687548,0.3206327
id,2021-11-15,31.8571429,1.9232454,1291.5755,0.420438,1.9232454,0.420438
il,2021-11-15,191.8571429,1.5412264,6211.0448,0.2121039,1.5412264,0.2121039
in,2021-11-15,171,2.1510039,3629.0045,0.2748162,2.1510039,0.2748162
ks,2021-11-15,65.8571429,2.0537689,1803.0292,0.4171978,2.0537689,0.4171978
ky,2021-11-15,115.2857143,2.1179387,2500.4407,0.3990763,2.1179387,0.3990763
la,2021-11-15,27.2857143,1.1324795,1978.3697,0.2865284,1.1324795,0.2865284
ma,2021-11-15,79.5714286,1.2030071,2764.0085,0.2308844,1.2030071,0.2308844
md,2021-11-15,67.2857143,1.286163,2527.9985,0.3073406,1.286163,0.3073406
me,2021-11-15,31.8571429,3.0660334,1217.2234,0.5913116,3.0660334,0.5913116
mi,2021-11-15,406.1428571,2.1441814,7333.0296,0.2012729,2.1441814,0.2012729
mn,2021-11-15,162.1428571,2.205811,3121.3168,0.3301457,2.205811,0.3301457
mo,2021-11-15,92.7142857,1.5023835,3052.0673,0.2380518,1.5023835,0.2380518
ms,2021-11-15,17.4285714,1.371116,1383.8833,0.2787772,1.371116,0.2787772
mt,2021-11-15,67.1428571,1.9268388,970.6299,0.4952959,1.9268388,0.4952959
nc,2021-11-15,102.8571429,1.3111024,5232.0081,0.1819401,1.3111024,0.1819401
nd,2021-11-15,27.1428571,1.5596354,452.4994,0.5421156,1.5596354,0.5421156
ne,2021-11-15,59.7142857,2.1450595,1275.6922,0.4419526,2.1450595,0.4419526
nh,2021-11-15,33.1428571,1.5143755,1034.7766,0.475578,1.5143755,0.475578
nj,2021-11-15,96.7142857,0.9610324,3204.9978,0.1566797,0.9610324,0.1566797
nm,2021-11-15,70.8571429,1.3530896,1599.0032,0.3097673,1.3530896,0.3097673
nv,2021-11-15,72.1428571,1.7030097,1259.1437,0.3630299,1.7030097,0.3630299
ny,2021-11-15,272,1.1527379,7683.0007,0.13755,1.1527379,0.13755
oh,2021-11-15,388.7142857,2.3138899,6494.9976,0.2122467,2.3138899,0.2122467
ok,2021-11-15,95.8571429,2.3323716,2307.7564,0.3695324,2.3323716,0.3695324
or,2021-11-15,43.7142857,1.4659334,2552.0255,0.2776856,1.4659334,0.2776856
pa,2021-11-15,310.7142857,1.5899195,7048.0048,0.1556206,1.5899195,0.1556206
pr,2021-11-15,9,,,,,
ri,2021-11-15,10.4285714,1.4956495,567.9915,0.4659427,1.4956495,0.4659427
sc,2021-11-15,49.1428571,1.163867,3087.0016,0.2106413,1.163867,0.2106413
sd,2021-11-15,36.4285714,2.4434182,656.2134,0.6458562,2.4434182,0.6458562
tn,2021-11-15,71.8571429,1.5927681,3423.5392,0.2401969,1.5927681,0.2401969
tx,2021-11-15,341.1428571,1.3394027,10155.0574,0.13178,1.3394027,0.13178
ut,2021-11-15,78.7142857,2.0324716,1577.9213,0.3724264,2.0324716,0.3724264
va,2021-11-15,83.7142857,1.4658686,4497.9345,0.2540652,1.4658686,0.2540652
vi,2021-11-15,0.2857143,,,,,
vt,2021-11-15,9,2.6932034,522.0004,1.1043269,2.6932034,1.1043269
wa,2021-11-15,82.4285714,1.4543359,4359.9728,0.1996188,1.4543359,0.1996188
wi,2021-11-15,201.8571429,2.2438963,3637.9699,0.2854976,2.2438963,0.2854976
wv,2021-11-15,54,2.3746669,1357.1518,0.4639787,2.3746669,0.4639787
wy,2021-11-15,21.2857143,1.8813405,460.9486,0.557264,1.8813405,0.557264
ak,2021-11-16,16.4285714,2.1515722,512,0.6293002,2.1515722,0.6293002
al,2021-11-16,41.5714286,1.2741035,2398.0621,0.2815212,1.2741035,0.2815212
ar,2021-11-16,39.8571429,1.8078586,1650.8635,0.3779455,1.8078586,0.3779455
as,2021-11-16,0,,,,,
az,2021-11-16,272.4285714,2.3624925,3249.3474,0.3239776,2.3624925,0.3239776
ca,2021-11-16,369.5714286,1.4492317,13231.2451,0.1451823,1.4492317,0.1451823
co,2021-11-16,238.4285714,2.4144882,3297.7901,0.2803333,2.4144882,0.2803333
ct,2021-11-16,31.7142857,1.5278964,2063,0.3187785,1.5278964,0.3187785
dc,2021-11-16,5.4285714,0.8167814,218,0.6155389,0.8167814,0.6155389
de,2021-11-16,17.1428571,1.2338703,668,0.399667,1.2338703,0.399667
fl,2021-11-16,179.7142857,0.7894288,10168.9996,0.125242,0.7894288,0.125242
ga,2021-11-16,134.2857143,1.50355,3976.9567,0.2284295,1.50355,0.2284295
hi,2021-11-16,5.8571429,0.6614084,600,0.304807,0.6614084,0.304807
ia,2021-11-16,78.8571429,1.9273742,2437.5406,0.2773049,1.9273742,0.2773049
id,2021-11-16,32.5714286,1.7447352,1273.5848,0.4050472,1.7447352,0.4050472
il,2021-11-16,197.7142857,1.3169907,6086.022,0.1799091,1.3169907,0.1799091
in,2021-11-16,176.4285714,2.1585685,3546.0045,0.286828,2.1585685,0.286828
ks,2021-11-16,67.2857143,1.8370425,1784.0288,0.4023995,1.8370425,0.4023995
ky,2021-11-16,114.8571429,1.8637225,2478.0605,0.4014993,1.8637225,0.4014993
la,2021-11-16,28.5714286,1.2100439,1916.1846,0.2963624,1.2100439,0.2963624
ma,2021-11-16,81.5714286,1.282327,2765.0065,0.2312458,1.282327,0.2312458
md,2021-11-16,69.8571429,1.3131059,2463.9984,0.3100157,1.3131059,0.3100157
me,2021-11-16,30.1428571,3.0989833,1211,0.5937555,3.0989833,0.5937555
mi,2021-11-16,423.7142857,2.0889239,7277.0369,0.1960849,2.0889239,0.1960849
mn,2021-11-16,165.7142857,2.3155783,3055.3449,0.3414777,2.3155783,0.3414777
mo,2021-11-16,96.7142857,1.5550206,2950.0959,0.2362319,1.5550206,0.2362319
ms,2021-11-16,18.4285714,1.4887313,1379.7089,0.2948122,1.4887313,0.2948122
mt,2021-11-16,65.7142857,1.9157889,962.6212,0.4936405,1.9157889,0.4936405
nc,2021-11-16,103.8571429,1.4152645,5167.0083,0.1979155,1.4152645,0.1979155
nd,2021-11-16,28.2857143,1.1902922,459.3901,0.4497458,1.1902922,0.4497458
ne,2021-11-16,62.5714286,2.1885907,1270.6891,0.4409235,2.1885907,0.4409235
nh,2021-11-16,33.7142857,1.5305716,1024,0.469564,1.5305716,0.469564
nj,2021-11-16,96.7142857,0.9518954,3140.9977,0.1562765,0.9518954,0.1562765
nm,2021-11-16,70.4285714,1.4510312,1631.1393,0.3497346,1.4510312,0.3497346
nv,2021-11-16,68.5714286,1.3790001,1249.2089,0.3233611,1.3790001,0.3233611
ny,2021-11-16,285.4285714,1.2030816,7653.0007,0.1347697,1.2030816,0.1347697
oh,2021-11-16,402.1428571,2.2180554,6378.9968,0.2068828,2.2180554,0.2068828
ok,2021-11-16,94.7142857,2.3254742,2278.7559,0.3675359,2.3254742,0.3675359
or,2021-11-16,42.1428571,1.7377044,2531.0253,0.3044939,1.7377044,0.3044939
pa,2021-11-16,330.5714286,1.6016153,6976.0046,0.1576973,1.6016153,0.1576973
pr,2021-11-16,9.1428571,,,,,
ri,2021-11-16,10.2857143,1.5708251,557.9935,0.4775261,1.5708251,0.4775261
sc,2021-11-16,49.5714286,1.3254188,3016.0014,0.2240497,1.3254188,0.2240497
sd,2021-11-16,35.2857143,2.5928194,624.2157,0.6657833,2.5928194,0.6657833
tn,2021-11-16,74.2857143,1.3999416,3430.9194,0.2183991,1.3999416,0.2183991
tx,2021-11-16,343,1.3408667,10085.0646,0.131371,1.3408667,0.131371
ut,2021-11-16,79.4285714,1.9711742,1538.9213,0.3725115,1.9711742,0.3725115
va,2021-11-16,83.1428571,1.4016168,4477.5864,0.24827,1.4016168,0.24827
vi,2021-11-16,0.4285714,,,,,
vt,2021-11-16,9.2857143,2.6405953,530.0004,1.1028613,2.6405953,1.1028613
wa,2021-11-16,80.7142857,1.2170327,4238.9725,0.1816826,1.2170327,0.1816826
wi,2021-11-16,206.8571429,2.1037753,3610.9606,0.278427,2.1037753,0.278427
wv,2021-11-16,55.7142857,2.3136753,1348.1515,0.4449604,2.3136753,0.4449604
wy,2021-11-16,20.7142857,1.8400214,477.9426,0.535904,1.8400214,0.535904
ak,2021-11-17,16.1428571,1.8780681,516,0.5705176,1.8780681,0.5705176
al,2021-11-17,40.5714286,1.2593693,2364.0524,0.303512,1.2593693,0.303512
ar,2021-11-17,40.4285714,1.8461864,1634.0985,0.3880995,1.8461864,0.3880995
as,2021-11-17,0,,,,,
az,2021-11-17,270.2857143,2.119752,3220.3786,0.299194,2.119752,0.299194
ca,2021-11-17,366.1428571,1.3963016,13049.1886,0.1409856,1.3963016,0.1409856
co,2021-11-17,244.5714286,2.2054776,3305.8198,0.2750961,2.2054776,0.2750961
ct,2021-11-17,32.2857143,1.6067825,2020,0.3440659,1.6067825,0.3440659
dc,2021-11-17,5.8571429,0.4994999,219,0.5479417,0.4994999,0.5479417
de,2021-11-17,18.2857143,1.1312778,679,0.3866815,1.1312778,0.3866815
fl,2021-11-17,178.7142857,0.8245937,10044.9994,0.1321726,0.8245937,0.1321726
ga,2021-11-17,132.5714286,1.3164096,3959.961,0.1917937,1.3164096,0.1917937
hi,2021-11-17,6.2857143,0.5293451,585,0.276092,0.5293451,0.276092
ia,2021-11-17,85.1428571,1.9714888,2403.6283,0.2769127,1.9714888,0.2769127
id,2021-11-17,33.4285714,1.5796239,1235.5855,0.3960457,1.5796239,0.3960457
il,2021-11-17,203,1.3709162,6078.022,0.1789167,1.3709162,0.1789167
in,2021-11-17,188.2857143,2.4114632,3503.001,0.3128967,2.4114632,0.3128967
ks,2021-11-17,68.5714286,1.9519909,1752.029,0.4272987,1.9519909,0.4272987
ky,2021-11-17,119.2857143,1.7578651,2465.1252,0.396751,1.7578651,0.396751
la,2021-11-17,29.7142857,1.3580664,1883.1843,0.3012876,1.3580664,0.3012876
ma,2021-11-17,85.1428571,1.6505829,2760.0075,0.2657807,1.6505829,0.2657807
md,2021-11-17,73.7142857,1.3516817,2362.9983,0.3245842,1.3516817,0.3245842
me,2021-11-17,30,2.7964819,1189,0.5168671,2.7964819,0.5168671
mi,2021-11-17,448.7142857,2.2231754,7291.0213,0.2687038,2.2231754,0.2687038
mn,2021-11-17,163.1428571,2.040949,3011.3564,0.3070136,2.040949,0.3070136
mo,2021-11-17,102.4285714,1.5080195,2931.8603,0.2295375,1.5080195,0.2295375
ms,2021-11-17,17.1428571,1.4484677,1362.5649,0.286539,1.4484677,0.286539
mt,2021-11-17,64,1.8615776,956.6227,0.4753662,1.8615776,0.4753662
nc,2021-11-17,107.5714286,1.3727272,5094.0077,0.1939916,1.3727272,0.1939916
nd,2021-11-17,26,1.2550824,440.4709,0.4576811,1.2550824,0.4576811
ne,2021-11-17,65,2.1119137,1230.5539,0.4698037,2.1119137,0.4698037
nh,2021-11-17,33.4285714,1.8194913,1033,0.4907866,1.8194913,0.4907866
nj,2021-11-17,98.5714286,0.9156286,3127.998,0.1622842,0.9156286,0.1622842
nm,2021-11-17,71.8571429,1.338793,1637.0037,0.3343656,1.338793,0.3343656
nv,2021-11-17,67,1.2159702,1234.2654,0.2929625,1.2159702,0.2929625
ny,2021-11-17,296.4285714,1.2561692,7587.0011,0.1405259,1.2561692,0.1405259
oh,2021-11-17,418,2.1859034,6337,0.2032208,2.1859034,0.2032208
ok,2021-11-17,94.2857143,2.3077326,2290.7564,0.3628044,2.3077326,0.3628044
or,2021-11-17,43,1.7646322,2552.0268,0.3085435,1.7646322,0.3085435
pa,2021-11-17,345.4285714,1.7714097,6944.0042,0.172986,1.7714097,0.172986
pr,2021-11-17,8.4285714,,,,,
ri,2021-11-17,10,1.6598132,546.9925,0.4881639,1.6598132,0.4881639
sc,2021-11-17,50.5714286,1.3936447,2981.0024,0.2270152,1.3936447,0.2270152
sd,2021-11-17,35.7142857,2.4180669,625.1705,0.6325953,2.4180669,0.6325953
tn,2021-11-17,76.8571429,1.3781438,3407.8647,0.2222682,1.3781438,0.2222682
tx,2021-11-17,346.2857143,1.3308897,9916.1701,0.1326871,1.3308897,0.1326871
ut,2021-11-17,77.5714286,1.8778773,1516.8853,0.3500788,1.8778773,0.3500788
va,2021-11-17,82.1428571,1.453686,4405.9309,0.2457405,1.453686,0.2457405
vi,2021-11-17,0.5714286,,,,,
vt,2021-11-17,9.5714286,2.8085632,527.0006,1.1383828,2.8085632,1.1383828
wa,2021-11-17,80.5714286,1.101175,4232.9705,0.1704222,1.101175,0.1704222
wi,2021-11-17,214.7142857,1.9563397,3545.9776,0.26642,1.9563397,0.26642
wv,2021-11-17,55.8571429,2.7162225,1358.0532,0.4814773,2.7162225,0.4814773
wy,2021-11-17,21,1.9180342,472.9459,0.5459393,1.9180342,0.5459393
ak,2021-11-18,14.4285714,1.9886824,509,0.5761871,1.9886824,0.5761871
al,2021-11-18,41.1428571,1.4776949,2308.0647,0.3241186,1.4776949,0.3241186
ar,2021-11-18,42.1428571,1.9827789,1614.105,0.4009676,1.9827789,0.4009676
as,2021-11-18,0,,,,,
az,2021-11-18,270.2857143,2.0427212,3187.2872,0.2874548,2.0427212,0.2874548
ca,2021-11-18,364.2857143,1.3445557,12944.2012,0.1395346,1.3445557,0.1395346
co,2021-11-18,241.1428571,2.3097764,3221.7859,0.3090434,2.3097764,0.3090434
ct,2021-11-18,34.1428571,1.7250869,2000,0.3487164,1.7250869,0.3487164
dc,2021-11-18,6.1428571,0,223,0.237207,0,0.237207
de,2021-11-18,18.8571429,1.3351448,684,0.4407037,1.3351448,0.4407037
fl,2021-11-18,180.1428571,0.9369151,9858.9994,0.1390301,0.9369151,0.1390301
ga,2021-11-18,131.8571429,1.2852307,3944.9601,0.189993,1.2852307,0.189993
hi,2021-11-18,5.8571429,0.6132795,601,0.2859287,0.6132795,0.2859287
ia,2021-11-18,83.8571429,1.8936465,2379.6397,0.29867,1.8936465,0.29867
id,2021-11-18,33.2857143,1.6783537,1216.8497,0.4172495,1.6783537,0.4172495
il,2021-11-18,203.5714286,1.4543633,6076.0216,0.1926434,1.4543633,0.1926434
in,2021-11-18,198.2857143,2.3273916,3515.0012,0.3106267,2.3273916,0.3106267
ks,2021-11-18,72.8571429,2.4289566,1759.0017,0.4881538,2.4289566,0.4881538
ky,2021-11-18,118,1.6739769,2475.426,0.3922741,1.6739769,0.3922741
la,2021-11-18,30.2857143,1.4119887,1911.1846,0.2921748,1.4119887,0.2921748
ma,2021-11-18,87.1428571,1.7361858,2730.0085,0.2671558,1.7361858,0.2671558
md,2021-11-18,74.8571429,0.93371,2308.9983,0.2398686,0.93371,0.2398686
me,2021-11-18,30.7142857,2.8476354,1185,0.5289743,2.8476354,0.5289743
mi,2021-11-18,454.1428571,2.318313,7300.0131,0.2786392,2.318313,0.2786392
mn,2021-11-18,154.4285714,2.1151753,3021.3747,0.3109333,2.1151753,0.3109333
mo,2021-11-18,106.2857143,1.6480228,2901.8538,0.247753,1.6480228,0.247753
ms,2021-11-18,17.5714286,1.4947562,1360.0313,0.3003573,1.4947562,0.3003573
mt,2021-11-18,62.2857143,1.7648531,938.8995,0.4677539,1.7648531,0.4677539
nc,2021-11-18,108.1428571,1.340801,4990.0067,0.1976918,1.340801,0.1976918
nd,2021-11-18,25.1428571,1.6820641,454.2209,0.5349771,1.6820641,0.5349771
ne,2021-11-18,66.7142857,2.1325233,1241.5928,0.4703877,2.1325233,0.4703877
nh,2021-11-18,36,1.5748261,1068,0.3215874,1.5748261,0.3215874
nj,2021-11-18,104.8571429,0.9263156,3072.9981,0.1716054,0.9263156,0.1716054
nm,2021-11-18,72.8571429,1.3161877,1658.1896,0.3245187,1.3161877,0.3245187
nv,2021-11-18,67.7142857,1.2531928,1254.9798,0.3006149,1.2531928,0.3006149
ny,2021-11-18,312,1.3815516,7535.0018,0.1568162,1.3815516,0.1568162
oh,2021-11-18,430,2.1343498,6338.9999,0.1995772,2.1343498,0.1995772
ok,2021-11-18,93.7142857,2.5267999,2262.0563,0.4072855,2.5267999,0.4072855
or,2021-11-18,41.8571429,1.856535,2575.0227,0.3143323,1.856535,0.3143323
pa,2021-11-18,363.4285714,1.9267253,6955.0042,0.180376,1.9267253,0.180376
pr,2021-11-18,5.4285714,,,,,
ri,2021-11-18,9.8571429,1.5960434,559.9915,0.4731771,1.5960434,0.4731771
sc,2021-11-18,52.4285714,1.3808514,2960.002,0.2321065,1.3808514,0.2321065
sd,2021-11-18,34.2857143,2.5451015,621.0531,0.6497384,2.5451015,0.6497384
tn,2021-11-18,76.4285714,1.2659492,3374.5633,0.1902123,1.2659492,0.1902123
tx,2021-11-18,340.1428571,1.3109556,9877.9259,0.1274618,1.3109556,0.1274618
ut,2021-11-18,73.2857143,2.0237529,1523.8221,0.3582412,2.0237529,0.3582412
va,2021-11-18,81.4285714,1.3524627,4368.7309,0.2331628,1.3524627,0.2331628
vi,2021-11-18,0.7142857,,,,,
vt,2021-11-18,9.8571429,3.8132271,514.0006,1.2124038,3.8132271,1.2124038
wa,2021-11-18,78.5714286,1.2973968,4224.9739,0.212427,1.2973968,0.212427
wi,2021-11-18,217.8571429,1.9589179,3565.9862,0.3010063,1.9589179,0.3010063
wv,2021-11-18,55.5714286,2.9834316,1325.0531,0.5381693,2.9834316,0.5381693
wy,2021-11-18,21.8571429,1.798093,456.9522,0.5317839,1.798093,0.5317839
ak,2021-11-19,13.1428571,1.6961839,486,0.519019,1.6961839,0.519019
al,2021-11-19,39,1.5927865,2251.0607,0.329723,1.5927865,0.329723
ar,2021-11-19,43.7142857,2.2184177,1605.1052,0.4319301,2.2184177,0.4319301
as,2021-11-19,0,,,,,
az,2021-11-19,275.2857143,2.1476452,3188.1949,0.3140214,2.1476452,0.3140214
ca,2021-11-19,360.4285714,1.22989,12854.1896,0.1305318,1.22989,0.1305318
co,2021-11-19,243.2857143,2.3030657,3220.7562,0.3108317,2.3030657,0.3108317
ct,2021-11-19,35.1428571,2.0479401,2015,0.4252523,2.0479401,0.4252523
dc,2021-11-19,6.7142857,0.586707,226,0.6265621,0.586707,0.6265621
